epoka,strata,perplexity
1,3.424456,30.7059
2,3.128840,22.8475
3,3.002037,20.1265
4,2.883364,17.8743
5,2.828311,16.9169
6,2.640515,14.0204
7,2.512364,12.3341
8,2.411478,11.1504
9,2.262655,9.6086
10,2.196902,8.9971
11,2.118619,8.3196
12,2.046323,7.7394
13,1.973553,7.1962
14,1.886037,6.5932
15,1.857466,6.4075
16,1.782784,5.9464
17,1.703886,5.4953
18,1.710084,5.5294
19,1.676714,5.3480
20,1.599414,4.9501
21,1.597559,4.9410
22,1.554098,4.7308
23,1.524795,4.5942
24,1.463381,4.3205
25,1.458833,4.3009
26,1.394108,4.0314
27,1.348577,3.8519
28,1.346408,3.8436
29,1.378099,3.9674
30,1.304073,3.6843
31,1.258542,3.5203
32,1.254589,3.5064
33,1.220294,3.3882
34,1.210513,3.3552
35,1.205032,3.3369
36,1.206055,3.3403
37,1.133509,3.1065
38,1.137554,3.1191
39,1.101112,3.0075
40,1.078311,2.9397
41,1.085594,2.9612
42,1.105595,3.0210
43,1.072609,2.9230
44,0.990393,2.6923
45,1.031553,2.8054
46,0.991042,2.6940
47,0.970838,2.6402
48,0.942079,2.5653
49,0.924922,2.5217
50,0.931483,2.5383
51,0.874652,2.3980
52,0.932634,2.5412
53,0.873047,2.3942
54,0.896800,2.4517
55,0.873903,2.3962
56,0.831166,2.2960
57,0.824218,2.2801
58,0.787189,2.1972
59,0.785405,2.1933
60,0.772066,2.1642
61,0.741337,2.0987
62,0.760997,2.1404
63,0.736784,2.0892
64,0.724221,2.0631
65,0.688221,1.9902
66,0.671739,1.9576
67,0.654292,1.9238
68,0.657154,1.9293
69,0.660393,1.9356
70,0.600135,1.8224
71,0.605316,1.8318
72,0.608040,1.8368
73,0.583790,1.7928
74,0.578404,1.7832
75,0.588909,1.8020
76,0.536578,1.7101
77,0.543398,1.7218
78,0.536768,1.7105
79,0.516144,1.6756
80,0.519138,1.6806
81,0.518147,1.6789
82,0.507170,1.6606
83,0.503480,1.6545
84,0.479051,1.6145
85,0.506896,1.6601
86,0.489429,1.6314
87,0.474271,1.6068
88,0.455722,1.5773
89,0.458595,1.5819
90,0.409534,1.5061
91,0.430428,1.5379
92,0.442328,1.5563
93,0.435392,1.5456
94,0.386292,1.4715
95,0.393467,1.4821
96,0.372215,1.4509
97,0.374421,1.4541
98,0.366975,1.4434
99,0.405968,1.5008
100,0.341186,1.4066
101,0.337920,1.4020
102,0.323323,1.3817
103,0.340672,1.4059
104,0.373887,1.4534
105,0.336018,1.3994
106,0.319357,1.3762
107,0.312861,1.3673
108,0.341386,1.4069
109,0.309269,1.3624
110,0.296524,1.3452
111,0.274376,1.3157
112,0.280487,1.3238
113,0.263254,1.3012
114,0.286221,1.3314
115,0.265828,1.3045
116,0.301975,1.3525
117,0.278174,1.3207
118,0.259306,1.2960
119,0.259315,1.2960
120,0.257387,1.2935
121,0.247576,1.2809
122,0.258910,1.2955
123,0.236252,1.2665
124,0.244826,1.2774
125,0.233585,1.2631
126,0.222645,1.2494
127,0.233611,1.2632
128,0.231769,1.2608
129,0.208750,1.2321
130,0.218440,1.2441
131,0.224069,1.2512
132,0.225864,1.2534
133,0.210721,1.2346
134,0.205255,1.2278
135,0.213251,1.2377
136,0.209771,1.2334
137,0.209998,1.2337
138,0.193635,1.2137
139,0.205310,1.2279
140,0.186718,1.2053
141,0.185120,1.2034
142,0.191019,1.2105
143,0.189685,1.2089
144,0.196153,1.2167
145,0.195408,1.2158
146,0.197568,1.2184
147,0.201207,1.2229
148,0.174461,1.1906
149,0.181548,1.1991
150,0.170681,1.1861
151,0.185366,1.2037
152,0.176420,1.1929
153,0.173340,1.1893
154,0.173521,1.1895
155,0.174307,1.1904
156,0.174966,1.1912
157,0.176669,1.1932
158,0.164094,1.1783
159,0.164364,1.1786
160,0.170692,1.1861
161,0.155581,1.1683
162,0.158696,1.1720
163,0.177551,1.1943
164,0.145670,1.1568
165,0.138530,1.1486
166,0.144601,1.1556
167,0.156096,1.1689
168,0.165008,1.1794
169,0.147197,1.1586
170,0.143690,1.1545
171,0.160989,1.1747
172,0.157146,1.1702
173,0.141981,1.1526
174,0.147069,1.1584
175,0.157260,1.1703
176,0.136681,1.1465
177,0.146321,1.1576
178,0.133295,1.1426
179,0.137689,1.1476
180,0.141199,1.1517
181,0.138335,1.1484
182,0.142098,1.1527
183,0.147598,1.1590
184,0.135857,1.1455
185,0.140326,1.1506
186,0.135275,1.1449
187,0.134128,1.1435
188,0.132668,1.1419
189,0.140710,1.1511
190,0.141696,1.1522
191,0.136659,1.1464
192,0.139499,1.1497
193,0.132149,1.1413
194,0.122576,1.1304
195,0.136469,1.1462
196,0.143697,1.1545
197,0.137489,1.1474
198,0.135187,1.1448
199,0.133932,1.1433
200,0.130191,1.1390
201,0.136820,1.1466
202,0.121997,1.1298
203,0.120347,1.1279
204,0.124577,1.1327
205,0.124229,1.1323
206,0.126498,1.1348
207,0.131738,1.1408
208,0.127697,1.1362
209,0.136241,1.1460
210,0.128788,1.1374
211,0.131383,1.1404
212,0.116485,1.1235
213,0.136175,1.1459
214,0.123159,1.1311
215,0.127990,1.1365
216,0.119248,1.1266
217,0.121597,1.1293
218,0.125912,1.1342
219,0.120663,1.1282
220,0.118801,1.1261
221,0.115184,1.1221
222,0.103460,1.1090
223,0.118002,1.1252
224,0.116261,1.1233
225,0.118599,1.1259
226,0.114055,1.1208
227,0.110183,1.1165
228,0.120294,1.1278
229,0.112199,1.1187
230,0.112956,1.1196
231,0.104820,1.1105
232,0.107651,1.1137
233,0.111672,1.1181
234,0.127803,1.1363
235,0.115497,1.1224
236,0.116669,1.1237
237,0.104541,1.1102
238,0.127274,1.1357
239,0.109200,1.1154
240,0.116362,1.1234
241,0.116051,1.1231
242,0.105038,1.1108
243,0.116351,1.1234
244,0.103279,1.1088
245,0.122339,1.1301
246,0.107905,1.1139
247,0.109958,1.1162
248,0.103471,1.1090
249,0.108504,1.1146
250,0.104797,1.1105
251,0.110250,1.1166
252,0.113604,1.1203
253,0.126507,1.1349
254,0.108264,1.1143
255,0.108080,1.1141
256,0.108723,1.1149
257,0.110052,1.1163
258,0.098892,1.1039
259,0.099766,1.1049
260,0.102136,1.1075
261,0.103913,1.1095
262,0.105133,1.1109
263,0.103580,1.1091
264,0.117308,1.1245
265,0.128997,1.1377
266,0.104671,1.1103
267,0.112801,1.1194
268,0.101439,1.1068
269,0.105987,1.1118
270,0.098332,1.1033
271,0.110547,1.1169
272,0.106530,1.1124
273,0.099448,1.1046
274,0.104599,1.1103
275,0.095083,1.0998
276,0.103837,1.1094
277,0.103911,1.1095
278,0.101508,1.1068
279,0.107736,1.1138
280,0.099590,1.1047
281,0.101852,1.1072
282,0.098790,1.1038
283,0.100452,1.1057
284,0.096548,1.1014
285,0.099210,1.1043
286,0.110096,1.1164
287,0.096764,1.1016
288,0.102539,1.1080
289,0.099959,1.1051
290,0.101924,1.1073
291,0.107197,1.1132
292,0.092896,1.0973
293,0.098652,1.1037
294,0.096088,1.1009
295,0.106954,1.1129
296,0.104996,1.1107
297,0.098961,1.1040
298,0.092082,1.0965
299,0.106816,1.1127
300,0.098945,1.1040
301,0.096812,1.1017
302,0.092484,1.0969
303,0.102501,1.1079
304,0.100805,1.1061
305,0.109122,1.1153
306,0.112963,1.1196
307,0.095017,1.0997
308,0.101155,1.1064
309,0.094900,1.0995
310,0.093680,1.0982
311,0.097787,1.1027
312,0.091407,1.0957
313,0.101446,1.1068
314,0.093334,1.0978
315,0.109734,1.1160
316,0.095893,1.1006
317,0.095116,1.0998
318,0.097856,1.1028
319,0.093239,1.0977
320,0.091198,1.0955
321,0.099969,1.1051
322,0.092389,1.0968
323,0.103087,1.1086
324,0.093658,1.0982
325,0.094476,1.0991
326,0.089659,1.0938
327,0.102117,1.1075
328,0.100147,1.1053
329,0.096851,1.1017
330,0.111015,1.1174
331,0.093431,1.0979
332,0.090406,1.0946
333,0.102179,1.1076
334,0.101392,1.1067
335,0.102631,1.1081
336,0.097415,1.1023
337,0.086605,1.0905
338,0.094126,1.0987
339,0.099273,1.1044
340,0.100875,1.1061
341,0.100674,1.1059
342,0.089057,1.0931
343,0.087459,1.0914
344,0.092696,1.0971
345,0.099579,1.1047
346,0.090941,1.0952
347,0.088388,1.0924
348,0.087237,1.0912
349,0.088769,1.0928
350,0.086922,1.0908
351,0.087035,1.0909
352,0.092283,1.0967
353,0.086868,1.0908
354,0.085571,1.0893
355,0.086574,1.0904
356,0.093254,1.0977
357,0.089221,1.0933
358,0.087290,1.0912
359,0.096733,1.1016
360,0.085514,1.0893
361,0.094238,1.0988
362,0.096303,1.1011
363,0.095491,1.1002
364,0.095696,1.1004
365,0.087743,1.0917
366,0.088465,1.0925
367,0.089413,1.0935
368,0.089566,1.0937
369,0.092248,1.0966
370,0.087161,1.0911
371,0.091632,1.0960
372,0.092765,1.0972
373,0.090205,1.0944
374,0.092739,1.0972
375,0.087903,1.0919
376,0.087094,1.0910
377,0.093677,1.0982
378,0.090861,1.0951
379,0.090690,1.0949
380,0.087280,1.0912
381,0.088796,1.0929
382,0.087147,1.0911
383,0.081097,1.0845
384,0.094273,1.0989
385,0.088748,1.0928
386,0.086037,1.0898
387,0.083777,1.0874
388,0.094308,1.0989
389,0.091642,1.0960
390,0.082219,1.0857
391,0.086574,1.0904
392,0.090064,1.0942
393,0.088924,1.0930
394,0.087587,1.0915
395,0.086829,1.0907
396,0.096121,1.1009
397,0.086801,1.0907
398,0.083219,1.0868
399,0.083356,1.0869
400,0.086898,1.0908
401,0.098156,1.1031
402,0.089601,1.0937
403,0.085488,1.0892
404,0.091184,1.0955
405,0.088972,1.0931
406,0.092346,1.0967
407,0.087051,1.0910
408,0.092168,1.0965
409,0.088982,1.0931
410,0.086686,1.0906
411,0.087139,1.0910
412,0.088613,1.0927
413,0.081828,1.0853
414,0.082034,1.0855
415,0.088860,1.0929
416,0.084315,1.0880
417,0.089045,1.0931
418,0.093958,1.0985
419,0.089337,1.0934
420,0.085042,1.0888
421,0.084323,1.0880
422,0.083321,1.0869
423,0.090423,1.0946
424,0.084148,1.0878
425,0.083023,1.0866
426,0.080919,1.0843
427,0.085700,1.0895
428,0.084014,1.0876
429,0.088812,1.0929
430,0.087153,1.0911
431,0.086481,1.0903
432,0.081285,1.0847
433,0.077522,1.0806
434,0.086160,1.0900
435,0.085628,1.0894
436,0.083372,1.0869
437,0.089922,1.0941
438,0.086126,1.0899
439,0.083467,1.0870
440,0.083791,1.0874
441,0.088658,1.0927
442,0.091993,1.0964
443,0.082664,1.0862
444,0.079316,1.0825
445,0.082116,1.0856
446,0.082930,1.0865
447,0.082870,1.0864
448,0.081652,1.0851
449,0.077916,1.0810
450,0.082249,1.0857
451,0.083840,1.0875
452,0.077401,1.0805
453,0.084020,1.0877
454,0.088519,1.0926
455,0.084848,1.0886
456,0.084400,1.0881
457,0.085536,1.0893
458,0.082073,1.0855
459,0.084374,1.0880
460,0.075735,1.0787
461,0.083013,1.0866
462,0.086524,1.0904
463,0.077999,1.0811
464,0.080467,1.0838
465,0.089931,1.0941
466,0.082284,1.0858
467,0.088664,1.0927
468,0.083267,1.0868
469,0.087144,1.0911
470,0.088812,1.0929
471,0.083858,1.0875
472,0.081346,1.0847
473,0.080790,1.0841
474,0.083816,1.0874
475,0.082604,1.0861
476,0.078411,1.0816
477,0.079032,1.0822
478,0.088954,1.0930
479,0.081983,1.0854
480,0.079264,1.0825
481,0.085776,1.0896
482,0.085177,1.0889
483,0.081810,1.0852
484,0.085506,1.0893
485,0.077961,1.0811
486,0.084561,1.0882
487,0.082553,1.0861
488,0.080956,1.0843
489,0.081121,1.0845
490,0.076139,1.0791
491,0.080266,1.0836
492,0.082297,1.0858
493,0.082933,1.0865
494,0.081806,1.0852
495,0.079686,1.0829
496,0.075904,1.0789
497,0.074816,1.0777
498,0.080032,1.0833
499,0.078135,1.0813
500,0.081020,1.0844
501,0.077254,1.0803
502,0.076799,1.0798
503,0.086275,1.0901
504,0.080214,1.0835
505,0.079558,1.0828
506,0.082830,1.0864
507,0.088226,1.0922
508,0.082006,1.0855
509,0.080045,1.0833
510,0.084767,1.0885
511,0.081246,1.0846
512,0.083558,1.0871
513,0.083337,1.0869
514,0.084153,1.0878
515,0.082792,1.0863
516,0.080554,1.0839
517,0.080933,1.0843
518,0.087403,1.0913
519,0.080046,1.0833
520,0.085627,1.0894
521,0.083224,1.0868
522,0.081033,1.0844
523,0.080484,1.0838
524,0.077222,1.0803
525,0.085973,1.0898
526,0.084700,1.0884
527,0.081779,1.0852
528,0.074454,1.0773
529,0.080173,1.0835
530,0.075951,1.0789
531,0.076691,1.0797
532,0.079092,1.0823
533,0.080430,1.0838
534,0.076749,1.0798
535,0.082812,1.0863
536,0.072966,1.0757
537,0.081796,1.0852
538,0.076186,1.0792
539,0.076222,1.0792
540,0.081065,1.0844
541,0.079300,1.0825
542,0.078724,1.0819
543,0.081019,1.0844
544,0.081816,1.0853
545,0.077044,1.0801
546,0.080872,1.0842
547,0.075348,1.0783
548,0.080808,1.0842
549,0.082192,1.0857
550,0.078960,1.0822
551,0.074620,1.0775
552,0.078789,1.0820
553,0.074893,1.0778
554,0.080603,1.0839
555,0.077028,1.0801
556,0.075591,1.0785
557,0.080635,1.0840
558,0.077645,1.0807
559,0.078941,1.0821
560,0.078695,1.0819
561,0.081492,1.0849
562,0.079468,1.0827
563,0.081226,1.0846
564,0.080140,1.0834
565,0.072307,1.0750
566,0.080894,1.0843
567,0.075461,1.0784
568,0.074442,1.0773
569,0.071458,1.0741
570,0.077335,1.0804
571,0.078504,1.0817
572,0.079534,1.0828
573,0.077400,1.0805
574,0.073419,1.0762
575,0.081051,1.0844
576,0.086049,1.0899
577,0.076424,1.0794
578,0.075874,1.0788
579,0.083732,1.0873
580,0.079813,1.0831
581,0.076572,1.0796
582,0.075786,1.0787
583,0.083930,1.0876
584,0.080330,1.0836
585,0.075123,1.0780
586,0.078567,1.0817
587,0.081562,1.0850
588,0.076356,1.0793
589,0.078042,1.0812
590,0.076433,1.0794
591,0.083577,1.0872
592,0.078336,1.0815
593,0.076889,1.0799
594,0.076330,1.0793
595,0.075266,1.0782
596,0.077686,1.0808
597,0.083080,1.0866
598,0.082242,1.0857
599,0.081898,1.0853
600,0.079090,1.0823
601,0.076682,1.0797
602,0.084206,1.0879
603,0.075860,1.0788
604,0.079572,1.0828
605,0.076494,1.0795
606,0.076880,1.0799
607,0.082232,1.0857
608,0.078798,1.0820
609,0.074139,1.0770
610,0.076762,1.0798
611,0.075733,1.0787
612,0.071757,1.0744
613,0.075163,1.0781
614,0.072800,1.0755
615,0.075692,1.0786
616,0.075847,1.0788
617,0.074834,1.0777
618,0.079784,1.0831
619,0.081166,1.0846
620,0.076258,1.0792
621,0.077185,1.0802
622,0.083265,1.0868
623,0.078146,1.0813
624,0.071891,1.0745
625,0.071019,1.0736
626,0.076755,1.0798
627,0.073892,1.0767
628,0.072704,1.0754
629,0.072553,1.0752
630,0.078983,1.0822
631,0.078444,1.0816
632,0.081368,1.0848
633,0.071168,1.0738
634,0.071120,1.0737
635,0.078807,1.0820
636,0.074722,1.0776
637,0.072602,1.0753
638,0.072679,1.0754
639,0.074458,1.0773
640,0.075116,1.0780
641,0.073598,1.0764
642,0.072782,1.0755
643,0.073230,1.0760
644,0.076108,1.0791
645,0.079612,1.0829
646,0.071352,1.0740
647,0.073402,1.0762
648,0.071531,1.0742
649,0.075130,1.0780
650,0.073845,1.0766
651,0.070478,1.0730
652,0.077396,1.0805
653,0.073612,1.0764
654,0.076115,1.0791
655,0.076170,1.0791
656,0.076963,1.0800
657,0.070832,1.0734
658,0.076014,1.0790
659,0.074064,1.0769
660,0.071755,1.0744
661,0.073490,1.0763
662,0.076315,1.0793
663,0.070398,1.0729
664,0.074274,1.0771
665,0.074632,1.0775
666,0.075403,1.0783
667,0.079620,1.0829
668,0.079859,1.0831
669,0.080965,1.0843
670,0.076027,1.0790
671,0.072085,1.0747
672,0.073079,1.0758
673,0.074827,1.0777
674,0.071998,1.0747
675,0.074648,1.0775
676,0.073397,1.0762
677,0.074338,1.0772
678,0.074268,1.0771
679,0.075334,1.0782
680,0.069892,1.0724
681,0.074034,1.0768
682,0.072452,1.0751
683,0.076470,1.0795
684,0.070883,1.0735
685,0.077834,1.0809
686,0.072154,1.0748
687,0.075678,1.0786
688,0.074317,1.0771
689,0.072264,1.0749
690,0.075906,1.0789
691,0.072485,1.0752
692,0.074910,1.0778
693,0.074419,1.0773
694,0.077232,1.0803
695,0.075413,1.0783
696,0.074065,1.0769
697,0.071509,1.0741
698,0.072899,1.0756
699,0.075395,1.0783
700,0.074054,1.0769
701,0.075688,1.0786
702,0.071294,1.0739
703,0.068704,1.0711
704,0.079252,1.0825
705,0.069696,1.0722
706,0.078981,1.0822
707,0.077645,1.0807
708,0.072885,1.0756
709,0.069390,1.0719
710,0.072340,1.0750
711,0.074097,1.0769
712,0.074155,1.0770
713,0.076903,1.0799
714,0.078655,1.0818
715,0.074379,1.0772
716,0.073592,1.0764
717,0.078333,1.0815
718,0.074020,1.0768
719,0.076364,1.0794
720,0.072661,1.0754
721,0.075959,1.0789
722,0.076191,1.0792
723,0.074224,1.0770
724,0.076815,1.0798
725,0.073357,1.0761
726,0.075628,1.0786
727,0.069535,1.0720
728,0.072178,1.0748
729,0.083088,1.0866
730,0.081509,1.0849
731,0.075185,1.0781
732,0.070011,1.0725
733,0.074040,1.0769
734,0.074796,1.0777
735,0.072198,1.0749
736,0.074543,1.0774
737,0.079474,1.0827
738,0.075726,1.0787
739,0.076807,1.0798
740,0.075342,1.0783
741,0.071832,1.0745
742,0.072970,1.0757
743,0.073777,1.0766
744,0.073674,1.0765
745,0.074208,1.0770
746,0.072617,1.0753
747,0.071120,1.0737
748,0.071783,1.0744
749,0.075560,1.0785
750,0.076656,1.0797
751,0.078941,1.0821
752,0.076099,1.0791
753,0.075193,1.0781
754,0.070111,1.0726
755,0.069477,1.0719
756,0.073402,1.0762
757,0.073342,1.0761
758,0.077515,1.0806
759,0.070544,1.0731
760,0.074406,1.0772
761,0.073785,1.0766
762,0.068902,1.0713
763,0.068841,1.0713
764,0.075889,1.0788
765,0.070043,1.0726
766,0.076648,1.0797
767,0.076762,1.0798
768,0.071529,1.0741
769,0.073556,1.0763
770,0.071274,1.0739
771,0.073940,1.0767
772,0.073633,1.0764
773,0.071397,1.0740
774,0.073022,1.0758
775,0.072902,1.0756
776,0.070996,1.0736
777,0.072752,1.0755
778,0.072578,1.0753
779,0.072374,1.0751
780,0.069585,1.0721
781,0.079194,1.0824
782,0.074812,1.0777
783,0.072311,1.0750
784,0.069191,1.0716
785,0.070645,1.0732
786,0.068223,1.0706
787,0.072315,1.0750
788,0.071273,1.0739
789,0.071861,1.0745
790,0.072840,1.0756
791,0.071441,1.0741
792,0.069582,1.0721
793,0.073557,1.0763
794,0.071612,1.0742
795,0.075211,1.0781
796,0.067676,1.0700
797,0.075862,1.0788
798,0.067721,1.0701
799,0.071181,1.0738
800,0.070991,1.0736
801,0.068793,1.0712
802,0.075836,1.0788
803,0.068632,1.0710
804,0.071852,1.0745
805,0.069447,1.0719
806,0.071008,1.0736
807,0.072914,1.0756
808,0.069847,1.0723
809,0.070597,1.0731
810,0.075347,1.0783
811,0.072342,1.0750
812,0.070071,1.0726
813,0.071066,1.0737
814,0.077914,1.0810
815,0.070440,1.0730
816,0.067718,1.0701
817,0.073081,1.0758
818,0.079610,1.0829
819,0.069518,1.0720
820,0.071403,1.0740
821,0.070088,1.0726
822,0.073758,1.0765
823,0.071746,1.0744
824,0.067508,1.0698
825,0.067849,1.0702
826,0.075725,1.0787
827,0.068828,1.0713
828,0.069467,1.0719
829,0.070319,1.0729
830,0.069294,1.0718
831,0.068731,1.0711
832,0.069398,1.0719
833,0.078039,1.0812
834,0.072743,1.0755
835,0.073981,1.0768
836,0.072938,1.0757
837,0.074201,1.0770
838,0.072815,1.0755
839,0.072697,1.0754
840,0.069890,1.0724
841,0.070856,1.0734
842,0.067621,1.0700
843,0.070535,1.0731
844,0.067429,1.0698
845,0.071816,1.0745
846,0.065330,1.0675
847,0.069252,1.0717
848,0.071874,1.0745
849,0.072908,1.0756
850,0.071718,1.0744
851,0.069881,1.0724
852,0.074518,1.0774
853,0.070317,1.0728
854,0.072188,1.0749
855,0.073303,1.0761
856,0.070778,1.0733
857,0.070768,1.0733
858,0.068416,1.0708
859,0.068446,1.0708
860,0.071330,1.0739
861,0.072192,1.0749
862,0.069898,1.0724
863,0.077594,1.0807
864,0.064572,1.0667
865,0.070232,1.0728
866,0.071371,1.0740
867,0.074233,1.0771
868,0.071013,1.0736
869,0.068312,1.0707
870,0.074923,1.0778
871,0.071129,1.0737
872,0.073275,1.0760
873,0.071915,1.0746
874,0.072059,1.0747
875,0.071651,1.0743
876,0.072666,1.0754
877,0.071449,1.0741
878,0.069796,1.0723
879,0.072586,1.0753
880,0.070392,1.0729
881,0.075268,1.0782
882,0.069742,1.0722
883,0.071641,1.0743
884,0.068483,1.0709
885,0.076372,1.0794
886,0.071626,1.0743
887,0.071061,1.0736
888,0.071813,1.0745
889,0.074214,1.0770
890,0.071818,1.0745
891,0.073674,1.0765
892,0.071853,1.0745
893,0.069434,1.0719
894,0.068300,1.0707
895,0.073927,1.0767
896,0.068628,1.0710
897,0.072917,1.0756
898,0.072704,1.0754
899,0.073569,1.0763
900,0.068291,1.0707
901,0.072363,1.0750
902,0.069843,1.0723
903,0.066841,1.0691
904,0.069351,1.0718
905,0.070390,1.0729
906,0.068833,1.0713
907,0.069629,1.0721
908,0.066954,1.0692
909,0.069406,1.0719
910,0.067741,1.0701
911,0.069421,1.0719
912,0.070238,1.0728
913,0.070320,1.0729
914,0.072198,1.0749
915,0.066947,1.0692
916,0.069238,1.0717
917,0.072601,1.0753
918,0.074903,1.0778
919,0.068926,1.0714
920,0.069676,1.0722
921,0.073189,1.0759
922,0.068906,1.0713
923,0.069227,1.0717
924,0.068179,1.0706
925,0.075690,1.0786
926,0.071770,1.0744
927,0.070858,1.0734
928,0.069464,1.0719
929,0.070103,1.0726
930,0.066486,1.0687
931,0.068646,1.0711
932,0.076649,1.0797
933,0.072448,1.0751
934,0.069625,1.0721
935,0.069296,1.0718
936,0.066199,1.0684
937,0.069228,1.0717
938,0.066512,1.0688
939,0.067412,1.0697
940,0.065908,1.0681
941,0.072170,1.0748
942,0.071034,1.0736
943,0.066740,1.0690
944,0.067177,1.0695
945,0.068977,1.0714
946,0.069437,1.0719
947,0.073600,1.0764
948,0.070671,1.0732
949,0.069461,1.0719
950,0.070048,1.0726
951,0.066164,1.0684
952,0.069747,1.0722
953,0.071303,1.0739
954,0.072407,1.0751
955,0.069599,1.0721
956,0.069540,1.0720
957,0.070997,1.0736
958,0.070499,1.0730
959,0.066397,1.0687
960,0.065814,1.0680
961,0.066893,1.0692
962,0.072119,1.0748
963,0.069318,1.0718
964,0.068778,1.0712
965,0.066059,1.0683
966,0.064885,1.0670
967,0.070059,1.0726
968,0.067997,1.0704
969,0.068328,1.0707
970,0.068608,1.0710
971,0.072347,1.0750
972,0.072698,1.0754
973,0.072244,1.0749
974,0.067114,1.0694
975,0.069742,1.0722
976,0.068471,1.0709
977,0.067409,1.0697
978,0.068879,1.0713
979,0.069258,1.0717
980,0.071954,1.0746
981,0.070203,1.0727
982,0.068625,1.0710
983,0.072301,1.0750
984,0.072399,1.0751
985,0.072937,1.0757
986,0.068258,1.0706
987,0.069308,1.0718
988,0.069686,1.0722
989,0.067828,1.0702
990,0.066071,1.0683
991,0.071992,1.0746
992,0.072493,1.0752
993,0.073653,1.0764
994,0.067297,1.0696
995,0.069500,1.0720
996,0.072366,1.0750
997,0.067282,1.0696
998,0.072134,1.0748
999,0.070686,1.0732
1000,0.070210,1.0727
1001,0.068309,1.0707
1002,0.071355,1.0740
1003,0.067820,1.0702
1004,0.066000,1.0682
1005,0.071672,1.0743
1006,0.068218,1.0706
1007,0.067019,1.0693
1008,0.068905,1.0713
1009,0.067889,1.0702
1010,0.070885,1.0735
1011,0.066448,1.0687
1012,0.068804,1.0712
1013,0.068833,1.0713
1014,0.070266,1.0728
1015,0.069310,1.0718
1016,0.073495,1.0763
1017,0.070249,1.0728
1018,0.068140,1.0705
1019,0.067541,1.0699
1020,0.067488,1.0698
1021,0.069713,1.0722
1022,0.067203,1.0695
1023,0.070027,1.0725
1024,0.070450,1.0730
1025,0.069042,1.0715
1026,0.069475,1.0719
1027,0.070126,1.0726
1028,0.065595,1.0678
1029,0.066430,1.0687
1030,0.069583,1.0721
1031,0.070688,1.0732
1032,0.067642,1.0700
1033,0.063797,1.0659
1034,0.069122,1.0716
1035,0.068017,1.0704
1036,0.069533,1.0720
1037,0.068179,1.0706
1038,0.070020,1.0725
1039,0.065126,1.0673
1040,0.071254,1.0739
1041,0.065501,1.0677
1042,0.072060,1.0747
1043,0.067312,1.0696
1044,0.069192,1.0716
1045,0.068283,1.0707
1046,0.069293,1.0718
1047,0.073645,1.0764
1048,0.067446,1.0698
1049,0.071995,1.0747
1050,0.067458,1.0698
1051,0.069651,1.0721
1052,0.069115,1.0716
1053,0.066569,1.0688
1054,0.070258,1.0728
1055,0.067588,1.0699
1056,0.069324,1.0718
1057,0.069237,1.0717
1058,0.070623,1.0732
1059,0.068354,1.0707
1060,0.070027,1.0725
1061,0.066012,1.0682
1062,0.069428,1.0719
1063,0.071296,1.0739
1064,0.067926,1.0703
1065,0.071148,1.0737
1066,0.066648,1.0689
1067,0.063941,1.0660
1068,0.064860,1.0670
1069,0.072122,1.0748
1070,0.067045,1.0693
1071,0.068750,1.0712
1072,0.070205,1.0727
1073,0.070027,1.0725
1074,0.070052,1.0726
1075,0.070726,1.0733
1076,0.066533,1.0688
1077,0.068700,1.0711
1078,0.074646,1.0775
1079,0.068317,1.0707
1080,0.070542,1.0731
1081,0.069142,1.0716
1082,0.070443,1.0730
1083,0.068175,1.0706
1084,0.073110,1.0758
1085,0.065485,1.0677
1086,0.068265,1.0706
1087,0.069132,1.0716
1088,0.072827,1.0755
1089,0.070192,1.0727
1090,0.067663,1.0700
1091,0.066934,1.0692
1092,0.066791,1.0691
1093,0.068341,1.0707
1094,0.067802,1.0702
1095,0.069676,1.0722
1096,0.063991,1.0661
1097,0.067180,1.0695
1098,0.074603,1.0775
1099,0.064788,1.0669
1100,0.070527,1.0731
1101,0.064698,1.0668
1102,0.068586,1.0710
1103,0.072048,1.0747
1104,0.069889,1.0724
1105,0.068859,1.0713
1106,0.066930,1.0692
1107,0.065380,1.0676
1108,0.065634,1.0678
1109,0.069025,1.0715
1110,0.064823,1.0670
1111,0.071808,1.0744
1112,0.066044,1.0683
1113,0.067696,1.0700
1114,0.070054,1.0726
1115,0.071079,1.0737
1116,0.067572,1.0699
1117,0.068782,1.0712
1118,0.066339,1.0686
1119,0.070246,1.0728
1120,0.067828,1.0702
1121,0.062708,1.0647
1122,0.068959,1.0714
1123,0.068438,1.0708
1124,0.067343,1.0697
1125,0.071240,1.0738
1126,0.068488,1.0709
1127,0.066897,1.0692
1128,0.067772,1.0701
1129,0.067128,1.0694
1130,0.068547,1.0710
1131,0.068890,1.0713
1132,0.067294,1.0696
1133,0.068901,1.0713
1134,0.067586,1.0699
1135,0.067669,1.0700
1136,0.068059,1.0704
1137,0.070457,1.0730
1138,0.064125,1.0662
1139,0.066712,1.0690
1140,0.071031,1.0736
1141,0.068087,1.0705
1142,0.069457,1.0719
1143,0.066821,1.0691
1144,0.069339,1.0718
1145,0.065677,1.0679
1146,0.069691,1.0722
1147,0.068392,1.0708
1148,0.068274,1.0707
1149,0.065748,1.0680
1150,0.066730,1.0690
1151,0.065913,1.0681
1152,0.068289,1.0707
